year_month,direction,priority,scorer_version,count
2022-10,hip_implant,Exclude,v3,144
2022-10,hip_implant,Low,v3,40
2022-10,hip_implant,Medium,v3,5
2022-11,ai_bioprinting,Exclude,v3,57
2022-11,ai_bioprinting,High,v3,1
2022-11,ai_bioprinting,Low,v3,53
2022-11,am_biomedical,Exclude,v3,153
2022-11,am_biomedical,High,v3,5
2022-11,am_biomedical,Low,v3,175
2022-11,am_biomedical,Medium,v3,47
2022-11,fea_surrogate,Exclude,v3,250
2022-11,fea_surrogate,High,v3,14
2022-11,fea_surrogate,Low,v3,229
2022-11,fea_surrogate,Medium,v3,75
2022-11,hip_implant,Exclude,v3,131
2022-11,hip_implant,High,v3,2
2022-11,hip_implant,Low,v3,38
2022-11,hip_implant,Medium,v3,2
2022-12,ai_bioprinting,Exclude,v3,64
2022-12,ai_bioprinting,Low,v3,26
2022-12,am_biomedical,Exclude,v3,68
2022-12,am_biomedical,Low,v3,43
2022-12,am_biomedical,Medium,v3,10
2022-12,fea_surrogate,Exclude,v3,26
2022-12,fea_surrogate,High,v3,5
2022-12,fea_surrogate,Low,v3,56
2022-12,fea_surrogate,Medium,v3,29
2022-12,hip_implant,Exclude,v3,22
2022-12,hip_implant,Low,v3,8
2022-12,hip_implant,Medium,v3,2
2023-01,ai_bioprinting,Exclude,v1,2
2023-01,ai_bioprinting,Exclude,v3,122
2023-01,ai_bioprinting,High,v3,1
2023-01,ai_bioprinting,Low,v1,3
2023-01,ai_bioprinting,Low,v3,90
2023-01,ai_bioprinting,Medium,v3,6
2023-01,am_biomedical,Exclude,v1,5
2023-01,am_biomedical,Exclude,v3,150
2023-01,am_biomedical,High,v3,6
2023-01,am_biomedical,Low,v3,84
2023-01,am_biomedical,Medium,v1,1
2023-01,am_biomedical,Medium,v3,33
2023-01,fea_surrogate,Exclude,v3,41
2023-01,fea_surrogate,High,v3,3
2023-01,fea_surrogate,Low,v3,28
2023-01,fea_surrogate,Medium,v3,36
2023-01,hip_implant,Exclude,v3,44
2023-01,hip_implant,High,v3,2
2023-01,hip_implant,Low,v3,12
2023-01,hip_implant,Medium,v3,2
2023-02,ai_bioprinting,Exclude,v3,42
2023-02,ai_bioprinting,High,v3,2
2023-02,ai_bioprinting,Low,v3,30
2023-02,ai_bioprinting,Medium,v3,3
2023-02,am_biomedical,Exclude,v3,67
2023-02,am_biomedical,Low,v3,33
2023-02,am_biomedical,Medium,v3,6
2023-02,fea_surrogate,Exclude,v3,66
2023-02,fea_surrogate,High,v3,1
2023-02,fea_surrogate,Low,v3,40
2023-02,fea_surrogate,Medium,v3,48
2023-02,hip_implant,Exclude,v3,20
2023-02,hip_implant,Low,v3,3
2023-02,hip_implant,Medium,v3,3
2023-03,ai_bioprinting,Exclude,v3,67
2023-03,ai_bioprinting,High,v3,1
2023-03,ai_bioprinting,Low,v3,23
2023-03,ai_bioprinting,Medium,v3,3
2023-03,am_biomedical,Exclude,v3,77
2023-03,am_biomedical,High,v3,4
2023-03,am_biomedical,Low,v3,36
2023-03,am_biomedical,Medium,v3,10
2023-03,fea_surrogate,Exclude,v3,66
2023-03,fea_surrogate,High,v3,3
2023-03,fea_surrogate,Low,v3,40
2023-03,fea_surrogate,Medium,v3,49
2023-03,hip_implant,Exclude,v3,23
2023-03,hip_implant,High,v3,1
2023-03,hip_implant,Low,v3,3
2023-04,ai_bioprinting,Exclude,v3,67
2023-04,ai_bioprinting,High,v3,1
2023-04,ai_bioprinting,Low,v3,39
2023-04,ai_bioprinting,Medium,v3,2
2023-04,am_biomedical,Exclude,v3,58
2023-04,am_biomedical,High,v3,2
2023-04,am_biomedical,Low,v3,28
2023-04,am_biomedical,Medium,v3,11
2023-04,fea_surrogate,Exclude,v3,16
2023-04,fea_surrogate,High,v3,6
2023-04,fea_surrogate,Low,v3,61
2023-04,fea_surrogate,Medium,v3,29
2023-04,hip_implant,Exclude,v3,29
2023-04,hip_implant,Low,v3,8
2023-04,hip_implant,Medium,v3,1
2023-05,ai_bioprinting,Exclude,v3,62
2023-05,ai_bioprinting,Low,v3,27
2023-05,ai_bioprinting,Medium,v3,2
2023-05,am_biomedical,Exclude,v3,54
2023-05,am_biomedical,High,v3,1
2023-05,am_biomedical,Low,v3,24
2023-05,am_biomedical,Medium,v3,12
2023-05,fea_surrogate,Exclude,v3,73
2023-05,fea_surrogate,High,v3,1
2023-05,fea_surrogate,Low,v3,59
2023-05,fea_surrogate,Medium,v3,51
2023-05,hip_implant,Exclude,v3,22
2023-05,hip_implant,Low,v3,4
2023-06,ai_bioprinting,Exclude,v3,77
2023-06,ai_bioprinting,Low,v1,1
2023-06,ai_bioprinting,Low,v3,34
2023-06,ai_bioprinting,Medium,v3,1
2023-06,am_biomedical,Exclude,v3,64
2023-06,am_biomedical,High,v3,1
2023-06,am_biomedical,Low,v3,41
2023-06,am_biomedical,Medium,v3,23
2023-06,fea_surrogate,Exclude,v3,62
2023-06,fea_surrogate,High,v3,2
2023-06,fea_surrogate,Low,v3,44
2023-06,fea_surrogate,Medium,v3,50
2023-06,hip_implant,Exclude,v3,25
2023-06,hip_implant,Low,v3,11
2023-06,hip_implant,Medium,v3,2
2023-07,ai_bioprinting,Exclude,v3,67
2023-07,ai_bioprinting,High,v3,1
2023-07,ai_bioprinting,Low,v3,47
2023-07,ai_bioprinting,Medium,v3,2
2023-07,am_biomedical,Exclude,v3,59
2023-07,am_biomedical,High,v3,3
2023-07,am_biomedical,Low,v3,15
2023-07,am_biomedical,Medium,v3,12
2023-07,fea_surrogate,Exclude,v3,69
2023-07,fea_surrogate,High,v3,2
2023-07,fea_surrogate,Low,v3,40
2023-07,fea_surrogate,Medium,v3,34
2023-07,hip_implant,Exclude,v3,24
2023-07,hip_implant,Low,v3,5
2023-07,hip_implant,Medium,v3,3
2023-08,ai_bioprinting,Exclude,v3,54
2023-08,ai_bioprinting,Low,v3,33
2023-08,ai_bioprinting,Medium,v3,6
2023-08,am_biomedical,Exclude,v1,1
2023-08,am_biomedical,Exclude,v3,57
2023-08,am_biomedical,High,v3,2
2023-08,am_biomedical,Low,v3,32
2023-08,am_biomedical,Medium,v3,15
2023-08,fea_surrogate,Exclude,v3,46
2023-08,fea_surrogate,High,v3,1
2023-08,fea_surrogate,Low,v3,33
2023-08,fea_surrogate,Medium,v3,56
2023-08,hip_implant,Exclude,v3,25
2023-08,hip_implant,Low,v3,5
2023-08,hip_implant,Medium,v3,4
2023-09,ai_bioprinting,Exclude,v3,57
2023-09,ai_bioprinting,Low,v3,31
2023-09,ai_bioprinting,Medium,v3,3
2023-09,am_biomedical,Exclude,v3,70
2023-09,am_biomedical,Low,v3,33
2023-09,am_biomedical,Medium,v3,12
2023-09,fea_surrogate,Exclude,v3,72
2023-09,fea_surrogate,High,v3,2
2023-09,fea_surrogate,Low,v3,45
2023-09,fea_surrogate,Medium,v3,37
2023-09,hip_implant,Exclude,v3,18
2023-09,hip_implant,High,v3,1
2023-09,hip_implant,Low,v3,7
2023-09,hip_implant,Medium,v3,2
2023-10,ai_bioprinting,Exclude,v3,68
2023-10,ai_bioprinting,High,v3,1
2023-10,ai_bioprinting,Low,v3,27
2023-10,ai_bioprinting,Medium,v3,4
2023-10,am_biomedical,Exclude,v3,75
2023-10,am_biomedical,High,v3,3
2023-10,am_biomedical,Low,v3,35
2023-10,am_biomedical,Medium,v3,12
2023-10,fea_surrogate,Exclude,v3,73
2023-10,fea_surrogate,High,v3,2
2023-10,fea_surrogate,Low,v3,66
2023-10,fea_surrogate,Medium,v3,65
2023-10,hip_implant,Exclude,v3,29
2023-10,hip_implant,Low,v3,3
2023-10,hip_implant,Medium,v3,2
2023-11,ai_bioprinting,Exclude,v3,58
2023-11,ai_bioprinting,Low,v1,1
2023-11,ai_bioprinting,Low,v3,26
2023-11,ai_bioprinting,Medium,v3,5
2023-11,am_biomedical,Exclude,v1,1
2023-11,am_biomedical,Exclude,v3,48
2023-11,am_biomedical,High,v3,3
2023-11,am_biomedical,Low,v3,42
2023-11,am_biomedical,Medium,v3,10
2023-11,fea_surrogate,Exclude,v3,62
2023-11,fea_surrogate,High,v3,5
2023-11,fea_surrogate,Low,v3,43
2023-11,fea_surrogate,Medium,v3,49
2023-11,hip_implant,Exclude,v3,14
2023-11,hip_implant,High,v3,1
2023-11,hip_implant,Low,v3,8
2023-11,hip_implant,Medium,v3,2
2023-12,ai_bioprinting,Exclude,v1,1
2023-12,ai_bioprinting,Exclude,v3,53
2023-12,ai_bioprinting,High,v3,1
2023-12,ai_bioprinting,Low,v1,1
2023-12,ai_bioprinting,Low,v3,43
2023-12,ai_bioprinting,Medium,v3,2
2023-12,am_biomedical,Exclude,v1,3
2023-12,am_biomedical,Exclude,v3,66
2023-12,am_biomedical,High,v3,1
2023-12,am_biomedical,Low,v1,4
2023-12,am_biomedical,Low,v3,37
2023-12,am_biomedical,Medium,v1,2
2023-12,am_biomedical,Medium,v3,11
2023-12,fea_surrogate,Exclude,v3,33
2023-12,fea_surrogate,High,v3,10
2023-12,fea_surrogate,Low,v3,75
2023-12,fea_surrogate,Medium,v3,34
2023-12,hip_implant,Exclude,v3,28
2023-12,hip_implant,High,v3,1
2023-12,hip_implant,Low,v1,2
2023-12,hip_implant,Low,v3,5
2023-12,hip_implant,Medium,v3,2
2024-01,ai_bioprinting,Exclude,v1,34
2024-01,ai_bioprinting,Exclude,v3,44
2024-01,ai_bioprinting,Low,v1,81
2024-01,ai_bioprinting,Low,v3,56
2024-01,ai_bioprinting,Medium,v1,8
2024-01,ai_bioprinting,Medium,v3,4
2024-01,am_biomedical,Exclude,v1,50
2024-01,am_biomedical,Exclude,v3,86
2024-01,am_biomedical,High,v1,1
2024-01,am_biomedical,High,v3,4
2024-01,am_biomedical,Low,v1,53
2024-01,am_biomedical,Low,v3,24
2024-01,am_biomedical,Medium,v1,21
2024-01,am_biomedical,Medium,v3,6
2024-01,fea_surrogate,Exclude,v1,46
2024-01,fea_surrogate,Low,v1,39
2024-01,fea_surrogate,Medium,v1,30
2024-01,hip_implant,Exclude,v1,39
2024-01,hip_implant,Exclude,v3,34
2024-01,hip_implant,High,v3,2
2024-01,hip_implant,Low,v1,17
2024-01,hip_implant,Low,v3,6
2024-01,hip_implant,Medium,v1,3
2024-01,hip_implant,Medium,v3,5
2024-02,ai_bioprinting,Exclude,v1,2
2024-02,ai_bioprinting,Exclude,v3,57
2024-02,ai_bioprinting,High,v3,3
2024-02,ai_bioprinting,Low,v1,9
2024-02,ai_bioprinting,Low,v3,40
2024-02,ai_bioprinting,Medium,v3,4
2024-02,am_biomedical,Exclude,v1,5
2024-02,am_biomedical,Exclude,v3,59
2024-02,am_biomedical,High,v1,1
2024-02,am_biomedical,High,v3,1
2024-02,am_biomedical,Low,v1,3
2024-02,am_biomedical,Low,v3,29
2024-02,am_biomedical,Medium,v1,2
2024-02,am_biomedical,Medium,v3,8
2024-02,fea_surrogate,Exclude,v3,47
2024-02,fea_surrogate,High,v3,16
2024-02,fea_surrogate,Low,v3,116
2024-02,fea_surrogate,Medium,v3,51
2024-02,hip_implant,Exclude,v3,36
2024-02,hip_implant,Low,v3,6
2024-02,hip_implant,Medium,v3,1
2024-03,ai_bioprinting,Exclude,v3,56
2024-03,ai_bioprinting,Low,v3,46
2024-03,ai_bioprinting,Medium,v3,4
2024-03,am_biomedical,Exclude,v1,2
2024-03,am_biomedical,Exclude,v3,58
2024-03,am_biomedical,High,v3,4
2024-03,am_biomedical,Low,v1,1
2024-03,am_biomedical,Low,v3,27
2024-03,am_biomedical,Medium,v1,1
2024-03,am_biomedical,Medium,v3,14
2024-03,fea_surrogate,Exclude,v3,34
2024-03,fea_surrogate,High,v3,11
2024-03,fea_surrogate,Low,v3,106
2024-03,fea_surrogate,Medium,v3,39
2024-03,hip_implant,Exclude,v1,1
2024-03,hip_implant,Exclude,v3,35
2024-03,hip_implant,Low,v3,9
2024-03,hip_implant,Medium,v1,1
2024-03,hip_implant,Medium,v3,3
2024-04,ai_bioprinting,Exclude,v3,56
2024-04,ai_bioprinting,High,v3,1
2024-04,ai_bioprinting,Low,v1,1
2024-04,ai_bioprinting,Low,v3,42
2024-04,ai_bioprinting,Medium,v3,2
2024-04,am_biomedical,Exclude,v1,2
2024-04,am_biomedical,Exclude,v3,66
2024-04,am_biomedical,Low,v1,1
2024-04,am_biomedical,Low,v3,50
2024-04,am_biomedical,Medium,v3,10
2024-04,fea_surrogate,Exclude,v3,78
2024-04,fea_surrogate,High,v3,3
2024-04,fea_surrogate,Low,v3,37
2024-04,fea_surrogate,Medium,v3,37
2024-04,hip_implant,Exclude,v3,39
2024-04,hip_implant,High,v3,1
2024-04,hip_implant,Low,v1,2
2024-04,hip_implant,Low,v3,3
2024-05,ai_bioprinting,Exclude,v1,1
2024-05,ai_bioprinting,Exclude,v3,52
2024-05,ai_bioprinting,Low,v3,50
2024-05,ai_bioprinting,Medium,v3,5
2024-05,am_biomedical,Exclude,v3,60
2024-05,am_biomedical,High,v3,1
2024-05,am_biomedical,Low,v3,44
2024-05,am_biomedical,Medium,v3,7
2024-05,fea_surrogate,Exclude,v3,36
2024-05,fea_surrogate,High,v3,10
2024-05,fea_surrogate,Low,v3,117
2024-05,fea_surrogate,Medium,v3,43
2024-05,hip_implant,Exclude,v3,52
2024-05,hip_implant,High,v3,1
2024-05,hip_implant,Low,v3,8
2024-05,hip_implant,Medium,v3,3
2024-06,ai_bioprinting,Exclude,v1,1
2024-06,ai_bioprinting,Exclude,v3,65
2024-06,ai_bioprinting,Low,v3,36
2024-06,ai_bioprinting,Medium,v3,7
2024-06,am_biomedical,Exclude,v1,1
2024-06,am_biomedical,Exclude,v3,78
2024-06,am_biomedical,Low,v3,32
2024-06,am_biomedical,Medium,v3,8
2024-06,fea_surrogate,Exclude,v3,88
2024-06,fea_surrogate,High,v3,3
2024-06,fea_surrogate,Low,v3,55
2024-06,fea_surrogate,Medium,v3,59
2024-06,hip_implant,Exclude,v3,52
2024-06,hip_implant,Low,v3,8
2024-06,hip_implant,Medium,v3,1
2024-07,ai_bioprinting,Exclude,v3,76
2024-07,ai_bioprinting,Low,v3,41
2024-07,ai_bioprinting,Medium,v3,6
2024-07,am_biomedical,Exclude,v3,59
2024-07,am_biomedical,Low,v3,39
2024-07,am_biomedical,Medium,v3,17
2024-07,fea_surrogate,Exclude,v3,72
2024-07,fea_surrogate,High,v3,4
2024-07,fea_surrogate,Low,v3,49
2024-07,fea_surrogate,Medium,v3,51
2024-07,hip_implant,Exclude,v3,50
2024-07,hip_implant,High,v3,2
2024-07,hip_implant,Low,v3,4
2024-07,hip_implant,Medium,v3,1
2024-08,ai_bioprinting,Exclude,v3,69
2024-08,ai_bioprinting,High,v3,3
2024-08,ai_bioprinting,Low,v3,37
2024-08,ai_bioprinting,Medium,v3,4
2024-08,am_biomedical,Exclude,v3,68
2024-08,am_biomedical,High,v3,3
2024-08,am_biomedical,Low,v1,1
2024-08,am_biomedical,Low,v3,36
2024-08,am_biomedical,Medium,v3,8
2024-08,fea_surrogate,Exclude,v3,54
2024-08,fea_surrogate,High,v3,3
2024-08,fea_surrogate,Low,v3,45
2024-08,fea_surrogate,Medium,v3,52
2024-08,hip_implant,Exclude,v1,1
2024-08,hip_implant,Exclude,v3,71
2024-08,hip_implant,Low,v3,9
2024-08,hip_implant,Medium,v3,3
2024-09,ai_bioprinting,Exclude,v3,53
2024-09,ai_bioprinting,High,v3,1
2024-09,ai_bioprinting,Low,v3,40
2024-09,ai_bioprinting,Medium,v3,4
2024-09,am_biomedical,Exclude,v3,71
2024-09,am_biomedical,High,v3,1
2024-09,am_biomedical,Low,v1,1
2024-09,am_biomedical,Low,v3,41
2024-09,am_biomedical,Medium,v3,11
2024-09,fea_surrogate,Exclude,v3,22
2024-09,fea_surrogate,High,v3,7
2024-09,fea_surrogate,Low,v3,89
2024-09,fea_surrogate,Medium,v3,37
2024-09,hip_implant,Exclude,v3,46
2024-09,hip_implant,High,v3,1
2024-09,hip_implant,Low,v3,10
2024-10,ai_bioprinting,Exclude,v3,73
2024-10,ai_bioprinting,High,v3,1
2024-10,ai_bioprinting,Low,v3,32
2024-10,ai_bioprinting,Medium,v3,6
2024-10,am_biomedical,Exclude,v3,81
2024-10,am_biomedical,High,v3,3
2024-10,am_biomedical,Low,v3,37
2024-10,am_biomedical,Medium,v3,15
2024-10,fea_surrogate,Exclude,v3,106
2024-10,fea_surrogate,High,v3,5
2024-10,fea_surrogate,Low,v3,74
2024-10,fea_surrogate,Medium,v3,63
2024-10,hip_implant,Exclude,v3,52
2024-10,hip_implant,High,v3,1
2024-10,hip_implant,Low,v3,14
2024-10,hip_implant,Medium,v3,2
2024-11,ai_bioprinting,Exclude,v3,81
2024-11,ai_bioprinting,High,v3,1
2024-11,ai_bioprinting,Low,v3,37
2024-11,ai_bioprinting,Medium,v3,2
2024-11,am_biomedical,Exclude,v3,49
2024-11,am_biomedical,High,v3,2
2024-11,am_biomedical,Low,v3,36
2024-11,am_biomedical,Medium,v3,8
2024-11,fea_surrogate,Exclude,v3,92
2024-11,fea_surrogate,High,v3,3
2024-11,fea_surrogate,Low,v3,53
2024-11,fea_surrogate,Medium,v3,54
2024-11,hip_implant,Exclude,v3,42
2024-11,hip_implant,Low,v3,11
2024-11,hip_implant,Medium,v3,1
2024-12,ai_bioprinting,Exclude,v3,61
2024-12,ai_bioprinting,High,v3,1
2024-12,ai_bioprinting,Low,v3,63
2024-12,ai_bioprinting,Medium,v1,1
2024-12,ai_bioprinting,Medium,v3,6
2024-12,am_biomedical,Exclude,v3,67
2024-12,am_biomedical,Low,v3,38
2024-12,am_biomedical,Medium,v3,10
2024-12,fea_surrogate,Exclude,v3,50
2024-12,fea_surrogate,High,v3,11
2024-12,fea_surrogate,Low,v3,101
2024-12,fea_surrogate,Medium,v3,50
2024-12,hip_implant,Exclude,v1,1
2024-12,hip_implant,Exclude,v3,54
2024-12,hip_implant,Low,v3,8
2025-01,ai_bioprinting,Exclude,v3,44
2025-01,ai_bioprinting,High,v3,5
2025-01,ai_bioprinting,Low,v1,1
2025-01,ai_bioprinting,Low,v3,102
2025-01,ai_bioprinting,Medium,v3,8
2025-01,am_biomedical,Exclude,v3,96
2025-01,am_biomedical,High,v3,5
2025-01,am_biomedical,Low,v3,46
2025-01,am_biomedical,Medium,v3,14
2025-01,fea_surrogate,Exclude,v3,27
2025-01,fea_surrogate,High,v3,10
2025-01,fea_surrogate,Low,v3,77
2025-01,fea_surrogate,Medium,v3,48
2025-01,hip_implant,Exclude,v3,35
2025-01,hip_implant,High,v3,2
2025-01,hip_implant,Low,v3,18
2025-01,hip_implant,Medium,v3,6
2025-02,ai_bioprinting,Exclude,v3,20
2025-02,ai_bioprinting,High,v3,3
2025-02,ai_bioprinting,Low,v3,61
2025-02,ai_bioprinting,Medium,v3,1
2025-02,am_biomedical,Exclude,v3,42
2025-02,am_biomedical,High,v3,2
2025-02,am_biomedical,Low,v3,18
2025-02,am_biomedical,Medium,v3,6
2025-02,fea_surrogate,Exclude,v3,40
2025-02,fea_surrogate,High,v3,14
2025-02,fea_surrogate,Low,v3,138
2025-02,fea_surrogate,Medium,v3,54
2025-02,hip_implant,Exclude,v3,6
2025-02,hip_implant,Low,v3,7
2025-02,hip_implant,Medium,v3,1
2025-03,ai_bioprinting,Exclude,v3,16
2025-03,ai_bioprinting,High,v3,1
2025-03,ai_bioprinting,Low,v3,62
2025-03,ai_bioprinting,Medium,v3,7
2025-03,am_biomedical,Exclude,v3,32
2025-03,am_biomedical,High,v3,3
2025-03,am_biomedical,Low,v3,25
2025-03,am_biomedical,Medium,v3,10
2025-03,fea_surrogate,Exclude,v3,40
2025-03,fea_surrogate,High,v3,11
2025-03,fea_surrogate,Low,v3,136
2025-03,fea_surrogate,Medium,v3,56
2025-03,hip_implant,Exclude,v3,8
2025-03,hip_implant,High,v3,2
2025-03,hip_implant,Low,v3,11
2025-03,hip_implant,Medium,v3,3
2025-04,ai_bioprinting,Exclude,v3,38
2025-04,ai_bioprinting,High,v3,3
2025-04,ai_bioprinting,Low,v3,93
2025-04,ai_bioprinting,Medium,v3,17
2025-04,am_biomedical,Exclude,v3,50
2025-04,am_biomedical,High,v3,4
2025-04,am_biomedical,Low,v3,41
2025-04,am_biomedical,Medium,v3,19
2025-04,fea_surrogate,Exclude,v3,32
2025-04,fea_surrogate,High,v3,16
2025-04,fea_surrogate,Low,v3,96
2025-04,fea_surrogate,Medium,v3,52
2025-04,hip_implant,Exclude,v3,59
2025-04,hip_implant,High,v3,4
2025-04,hip_implant,Low,v3,14
2025-04,hip_implant,Medium,v3,2
2025-05,ai_bioprinting,Exclude,v3,35
2025-05,ai_bioprinting,High,v3,3
2025-05,ai_bioprinting,Low,v3,87
2025-05,ai_bioprinting,Medium,v3,17
2025-05,am_biomedical,Exclude,v3,41
2025-05,am_biomedical,High,v3,8
2025-05,am_biomedical,Low,v3,59
2025-05,am_biomedical,Medium,v3,14
2025-05,fea_surrogate,Exclude,v3,61
2025-05,fea_surrogate,High,v3,17
2025-05,fea_surrogate,Low,v3,138
2025-05,fea_surrogate,Medium,v3,70
2025-05,hip_implant,Exclude,v3,67
2025-05,hip_implant,High,v1,1
2025-05,hip_implant,High,v3,1
2025-05,hip_implant,Low,v1,1
2025-05,hip_implant,Low,v3,15
2025-05,hip_implant,Medium,v3,2
2025-06,ai_bioprinting,Exclude,v3,47
2025-06,ai_bioprinting,High,v3,5
2025-06,ai_bioprinting,Low,v3,80
2025-06,ai_bioprinting,Medium,v3,13
2025-06,am_biomedical,Exclude,v3,70
2025-06,am_biomedical,High,v3,3
2025-06,am_biomedical,Low,v3,62
2025-06,am_biomedical,Medium,v3,11
2025-06,fea_surrogate,Exclude,v3,74
2025-06,fea_surrogate,High,v3,13
2025-06,fea_surrogate,Low,v3,83
2025-06,fea_surrogate,Medium,v3,54
2025-06,hip_implant,Exclude,v3,59
2025-06,hip_implant,High,v3,2
2025-06,hip_implant,Low,v3,13
2025-07,ai_bioprinting,Exclude,v3,42
2025-07,ai_bioprinting,High,v3,3
2025-07,ai_bioprinting,Low,v3,90
2025-07,ai_bioprinting,Medium,v3,19
2025-07,am_biomedical,Exclude,v3,36
2025-07,am_biomedical,High,v3,1
2025-07,am_biomedical,Low,v3,46
2025-07,am_biomedical,Medium,v3,15
2025-07,fea_surrogate,Exclude,v3,78
2025-07,fea_surrogate,High,v3,20
2025-07,fea_surrogate,Low,v3,97
2025-07,fea_surrogate,Medium,v3,64
2025-07,hip_implant,Exclude,v3,45
2025-07,hip_implant,High,v3,3
2025-07,hip_implant,Low,v3,12
2025-07,hip_implant,Medium,v3,2
2025-08,ai_bioprinting,Exclude,v3,30
2025-08,ai_bioprinting,High,v3,2
2025-08,ai_bioprinting,Low,v3,74
2025-08,ai_bioprinting,Medium,v3,8
2025-08,am_biomedical,Exclude,v3,43
2025-08,am_biomedical,High,v3,7
2025-08,am_biomedical,Low,v3,46
2025-08,am_biomedical,Medium,v3,12
2025-08,fea_surrogate,Exclude,v3,64
2025-08,fea_surrogate,High,v3,13
2025-08,fea_surrogate,Low,v3,87
2025-08,fea_surrogate,Medium,v3,62
2025-08,hip_implant,Exclude,v3,44
2025-08,hip_implant,High,v3,1
2025-08,hip_implant,Low,v3,15
2025-08,hip_implant,Medium,v3,1
2025-09,ai_bioprinting,Exclude,v3,58
2025-09,ai_bioprinting,High,v3,4
2025-09,ai_bioprinting,Low,v3,105
2025-09,ai_bioprinting,Medium,v3,29
2025-09,am_biomedical,Exclude,v3,57
2025-09,am_biomedical,High,v3,8
2025-09,am_biomedical,Low,v3,86
2025-09,am_biomedical,Medium,v3,22
2025-09,fea_surrogate,Exclude,v3,102
2025-09,fea_surrogate,High,v3,22
2025-09,fea_surrogate,Low,v3,115
2025-09,fea_surrogate,Medium,v3,64
2025-09,hip_implant,Exclude,v3,86
2025-09,hip_implant,High,v3,1
2025-09,hip_implant,Low,v3,19
2025-09,hip_implant,Medium,v3,4
2025-10,ai_bioprinting,Exclude,v3,56
2025-10,ai_bioprinting,High,v3,3
2025-10,ai_bioprinting,Low,v3,103
2025-10,ai_bioprinting,Medium,v3,22
2025-10,am_biomedical,Exclude,v3,63
2025-10,am_biomedical,High,v3,9
2025-10,am_biomedical,Low,v3,78
2025-10,am_biomedical,Medium,v3,41
2025-10,fea_surrogate,Exclude,v3,84
2025-10,fea_surrogate,High,v3,13
2025-10,fea_surrogate,Low,v3,113
2025-10,fea_surrogate,Medium,v3,84
2025-10,hip_implant,Exclude,v3,81
2025-10,hip_implant,High,v3,2
2025-10,hip_implant,Low,v3,31
2025-10,hip_implant,Medium,v3,3
2025-11,ai_bioprinting,Exclude,v3,59
2025-11,ai_bioprinting,High,v3,2
2025-11,ai_bioprinting,Low,v3,131
2025-11,ai_bioprinting,Medium,v3,22
2025-11,am_biomedical,Exclude,v3,63
2025-11,am_biomedical,High,v3,9
2025-11,am_biomedical,Low,v3,99
2025-11,am_biomedical,Medium,v3,21
2025-11,fea_surrogate,Exclude,v3,76
2025-11,fea_surrogate,High,v3,16
2025-11,fea_surrogate,Low,v3,106
2025-11,fea_surrogate,Medium,v3,72
2025-11,hip_implant,Exclude,v3,92
2025-11,hip_implant,High,v3,3
2025-11,hip_implant,Low,v3,19
2025-11,hip_implant,Medium,v3,5
2025-12,ai_bioprinting,Exclude,v3,53
2025-12,ai_bioprinting,High,v3,4
2025-12,ai_bioprinting,Low,v3,134
2025-12,ai_bioprinting,Medium,v3,13
2025-12,am_biomedical,Exclude,v3,85
2025-12,am_biomedical,High,v3,9
2025-12,am_biomedical,Low,v3,111
2025-12,am_biomedical,Medium,v3,32
2025-12,fea_surrogate,Exclude,v3,67
2025-12,fea_surrogate,High,v3,18
2025-12,fea_surrogate,Low,v3,110
2025-12,fea_surrogate,Medium,v3,49
2025-12,hip_implant,Exclude,v3,116
2025-12,hip_implant,High,v3,5
2025-12,hip_implant,Low,v3,20
2025-12,hip_implant,Medium,v3,8
2026-01,ai_bioprinting,Exclude,v3,50
2026-01,ai_bioprinting,High,v3,5
2026-01,ai_bioprinting,Low,v3,162
2026-01,ai_bioprinting,Medium,v3,23
2026-01,am_biomedical,Exclude,v3,76
2026-01,am_biomedical,High,v3,12
2026-01,am_biomedical,Low,v3,115
2026-01,am_biomedical,Medium,v3,34
2026-01,fea_surrogate,Exclude,v3,41
2026-01,fea_surrogate,High,v3,16
2026-01,fea_surrogate,Low,v3,123
2026-01,fea_surrogate,Medium,v3,65
2026-01,hip_implant,Exclude,v3,138
2026-01,hip_implant,High,v3,1
2026-01,hip_implant,Low,v3,34
2026-01,hip_implant,Medium,v3,2
2026-02,ai_bioprinting,Exclude,v3,38
2026-02,ai_bioprinting,High,v3,3
2026-02,ai_bioprinting,Low,v3,103
2026-02,ai_bioprinting,Medium,v3,35
2026-02,am_biomedical,Exclude,v3,53
2026-02,am_biomedical,High,v3,6
2026-02,am_biomedical,Low,v3,57
2026-02,am_biomedical,Medium,v3,26
2026-02,fea_surrogate,Exclude,v3,82
2026-02,fea_surrogate,High,v3,27
2026-02,fea_surrogate,Low,v3,112
2026-02,fea_surrogate,Medium,v3,79
2026-02,hip_implant,Exclude,v3,86
2026-02,hip_implant,Low,v3,19
2026-02,hip_implant,Medium,v3,5
2026-03,ai_bioprinting,Exclude,v3,68
2026-03,ai_bioprinting,High,v3,4
2026-03,ai_bioprinting,Low,v3,115
2026-03,ai_bioprinting,Medium,v3,23
2026-03,am_biomedical,Exclude,v3,69
2026-03,am_biomedical,High,v3,10
2026-03,am_biomedical,Low,v3,73
2026-03,am_biomedical,Medium,v3,35
2026-03,fea_surrogate,Exclude,v3,68
2026-03,fea_surrogate,High,v3,14
2026-03,fea_surrogate,Low,v3,130
